subscriber_id,circle,circle_code,zone,join_date,tenure_months,plan_type,plan_price_inr,plan_validity_days,arpu_last_month_inr,arpu_3m_avg_inr,arpu_6m_avg_inr,recharge_count_6m,avg_recharge_gap_days,days_since_last_recharge,payment_failures_6m,autopay_enabled,data_gb_last_month,data_gb_3m_avg,voice_minutes_last_month,sms_count_last_month,device_brand,is_5g_device,is_5g_active,avg_sinr_db,drop_call_rate_pct,site_congestion_score,complaints_6m,unresolved_complaints,avg_resolution_days,home_product,num_services,family_plan_flag,app_logins_30d,outgoing_to_competitor_pct,roaming_user_flag,offer_exposed_90d,offer_redeemed_90d,mnp_enquiry_flag,churn_flag_30d,churn_flag_90d,churn_reason,churn_date
JIO10011131,Madhya Pradesh & Chhattisgarh,MP,North,2025-10-30,10,Prepaid,579,28,373.99,435.13,335.89,7,27.2,33,0,False,37.89,41.21,459,12,realme,True,False,11.7,0.53,52.2,0,0,0.0,None,2,False,3,19.0,False,False,False,False,False,False,,
JIO10053026,Maharashtra & Goa,MH,West,2018-03-31,101,Prepaid,155,28,124.65,138.12,109.61,6,36.3,7,0,False,10.44,10.09,104,20,OPPO,False,False,22.7,0.41,38.8,1,0,4.9,None,1,False,2,30.4,False,True,False,False,False,False,,
JIO10015847,Tamil Nadu,TN,South,2023-10-31,34,Prepaid,155,84,121.4,122.44,102.3,3,109.4,104,1,False,24.5,27.91,233,12,vivo,True,True,14.9,0.36,12.9,2,0,4.8,None,1,False,1,5.3,False,True,True,False,False,False,,
JIO10063551,Andhra Pradesh & Telangana,AP,South,2022-12-30,44,Prepaid,999,28,438.71,465.35,380.24,7,33.1,33,1,False,12.43,16.08,407,11,POCO,True,True,0.8,0.42,59.9,3,0,11.9,JioAirFiber,2,False,6,41.0,False,False,False,False,False,False,,
JIO10006526,Tamil Nadu,TN,South,2026-01-29,7,Prepaid,155,28,143.03,152.91,132.18,7,35.4,10,1,False,72.72,64.91,443,13,Xiaomi,False,False,5.8,0.05,12.8,1,1,4.7,None,1,False,4,1.3,False,False,False,False,False,False,,
JIO10007009,West Bengal,WB,East,2024-08-30,24,Postpaid,599,30,489.0,516.51,507.77,6,34.7,20,0,True,50.96,46.41,250,6,realme,True,False,15.7,0.28,21.7,0,0,0.0,None,1,True,14,45.5,True,False,False,False,False,False,,
JIO10054962,Punjab,PB,North,2026-07-01,2,Prepaid,239,56,230.38,263.45,214.06,5,67.9,37,0,True,28.21,19.06,182,11,Xiaomi,True,True,12.0,0.18,12.4,0,0,0.0,None,3,False,9,25.9,False,False,False,False,False,False,,
JIO10036602,Uttar Pradesh East,UPE,North,2024-10-30,22,Prepaid,579,28,213.45,194.38,204.51,8,24.1,8,1,True,27.23,23.9,268,9,JioBharat / JioPhone,False,False,11.7,0.59,53.4,0,0,0.0,None,2,False,10,28.1,False,False,False,False,False,False,,
JIO10039213,Rajasthan,RJ,North,2023-09-30,35,Prepaid,349,28,188.27,187.4,243.64,8,34.4,79,1,False,12.99,7.03,412,13,OPPO,False,False,9.3,0.28,25.9,0,0,0.0,None,1,False,4,51.4,False,False,False,False,False,False,,
JIO10046609,Uttar Pradesh East,UPE,North,2022-07-01,50,Prepaid,209,28,231.25,240.71,246.33,4,36.9,19,1,False,28.14,25.56,224,8,vivo,False,False,16.5,0.75,33.6,1,1,12.8,None,1,False,6,24.2,False,False,False,False,False,False,,
JIO10052264,Bihar & Jharkhand,BH,East,2020-01-30,79,Prepaid,399,28,144.39,169.11,138.13,6,11.6,5,0,True,16.81,11.4,215,12,Samsung,True,True,8.1,0.22,92.7,1,0,2.8,None,1,False,12,23.8,False,True,False,False,False,False,,
JIO10058245,Uttar Pradesh West,UPW,North,2023-11-30,33,Prepaid,449,28,155.37,170.69,146.24,6,32.5,38,0,False,10.34,9.99,211,11,realme,False,False,9.5,0.67,56.3,0,0,0.0,None,1,True,3,20.3,False,False,False,False,False,False,,
JIO10060693,Odisha,OR,East,2020-02-29,78,Prepaid,449,28,177.15,195.37,224.78,5,35.7,12,1,False,55.81,45.2,581,11,Xiaomi,True,True,8.2,1.42,58.9,1,0,3.2,None,1,False,4,36.0,False,False,False,False,False,False,,
JIO10005568,Mumbai,MU,West,2023-08-31,36,Prepaid,579,56,260.99,262.49,264.1,4,87.3,87,2,False,27.85,33.54,272,11,vivo,True,True,8.0,0.04,11.2,1,0,7.2,None,1,False,9,26.9,False,False,False,False,False,False,,
JIO10014261,Karnataka,KA,South,2025-05-31,15,Prepaid,579,28,158.9,178.2,140.7,8,31.4,35,2,False,9.26,7.62,81,13,OnePlus,False,False,11.1,0.06,43.2,2,0,6.3,None,1,False,4,26.8,False,False,False,False,False,False,,
JIO10046055,Madhya Pradesh & Chhattisgarh,MP,North,2025-03-31,17,Prepaid,349,56,193.13,215.63,229.47,2,77.0,13,1,False,39.86,26.75,404,12,realme,True,False,12.5,0.92,15.4,0,0,0.0,None,1,False,1,36.8,False,False,False,False,False,False,,
JIO10024072,Uttar Pradesh East,UPE,North,2025-01-29,19,Prepaid,189,28,204.81,214.99,273.11,8,33.8,38,0,False,20.07,20.32,82,9,OnePlus,True,True,10.5,0.04,24.5,0,0,0.0,None,1,False,6,51.0,False,False,False,False,False,False,,
JIO10008864,Andhra Pradesh & Telangana,AP,South,2025-03-01,18,Prepaid,239,28,147.64,160.91,146.63,7,36.3,30,0,False,7.98,7.34,133,12,JioBharat / JioPhone,False,False,15.9,0.21,52.6,1,0,3.3,None,2,False,3,48.4,True,False,False,False,False,False,,
JIO10025186,Uttar Pradesh East,UPE,North,2025-03-01,18,Prepaid,209,28,226.64,251.61,215.07,7,16.2,2,0,False,12.05,7.88,676,17,OPPO,True,False,15.8,1.19,72.9,1,1,1.9,None,1,True,5,34.2,True,False,False,False,False,False,,
JIO10040299,Madhya Pradesh & Chhattisgarh,MP,North,2024-07-31,25,Prepaid,299,28,221.97,207.0,271.37,9,24.3,13,2,False,61.76,58.37,752,11,Xiaomi,False,False,8.8,0.98,57.6,1,0,1.6,None,1,False,4,54.9,False,True,False,False,False,False,,
JIO10045827,Kerala,KL,South,2024-11-29,21,Prepaid,239,28,200.22,176.8,239.94,5,31.4,48,0,False,8.86,8.68,470,10,OPPO,False,False,20.0,0.67,37.1,1,0,10.5,None,1,False,2,21.8,False,False,False,False,False,False,,
JIO10004784,Odisha,OR,East,2023-05-31,39,Prepaid,209,28,354.82,373.13,355.59,5,26.5,48,0,False,42.2,30.93,299,10,Apple,True,False,16.4,0.7,7.6,0,0,0.0,None,2,True,8,44.0,False,False,False,False,False,False,,
JIO10047509,Delhi NCR,DL,North,2020-11-29,69,Prepaid,299,56,176.46,164.39,175.34,4,52.7,14,0,False,29.98,40.29,234,10,Tecno,False,False,19.0,0.31,8.2,2,0,6.0,JioFiber,3,False,5,35.4,False,False,False,False,False,False,,
JIO10016858,Andhra Pradesh & Telangana,AP,South,2022-05-31,51,Prepaid,299,84,238.88,211.05,187.13,2,54.1,94,2,False,133.65,143.76,293,11,Samsung,True,True,12.4,1.61,51.9,1,1,2.3,None,1,False,7,16.8,True,False,False,False,False,False,,
JIO10046327,Rajasthan,RJ,North,2022-01-29,55,Prepaid,799,56,175.97,180.38,157.16,3,50.8,92,0,False,36.87,47.8,156,16,JioBharat / JioPhone,False,False,17.2,0.68,53.8,1,0,1.5,None,1,False,3,32.9,False,False,False,False,False,False,,
JIO10021147,Bihar & Jharkhand,BH,East,2026-05-01,4,Prepaid,449,28,209.95,216.28,240.88,9,32.1,11,0,True,78.38,57.69,376,12,Samsung,True,True,12.2,0.32,16.0,0,0,0.0,JioAirFiber,3,False,11,56.0,False,False,False,True,False,False,,
JIO10009792,Haryana,HR,North,2025-05-31,15,Prepaid,349,28,381.79,391.55,364.24,5,26.4,26,1,False,47.91,51.76,370,15,Apple,True,True,11.8,0.33,19.6,0,0,0.0,None,1,False,13,26.4,False,True,True,False,False,False,,
JIO10007783,Kerala,KL,South,2024-08-30,24,Prepaid,349,365,169.42,164.61,163.55,1,238.5,210,0,False,74.87,80.0,161,7,Xiaomi,True,True,8.9,0.07,31.2,0,0,0.0,None,1,False,4,13.5,False,True,True,False,False,False,,
JIO10063996,Madhya Pradesh & Chhattisgarh,MP,North,2024-02-29,30,Prepaid,299,28,291.67,322.19,348.47,4,35.7,11,0,False,18.48,15.21,393,6,OPPO,True,False,18.4,0.46,62.2,1,1,1.5,None,1,False,5,45.7,False,True,False,False,False,False,,
JIO10056416,Karnataka,KA,South,2023-12-30,32,Prepaid,299,56,263.62,261.69,232.3,3,72.1,42,0,False,41.06,41.75,460,7,OnePlus,True,True,14.2,0.29,41.3,2,2,1.7,None,1,False,6,34.6,False,False,False,False,False,False,,
JIO10060289,Gujarat,GJ,West,2023-03-31,41,Prepaid,399,28,136.54,149.64,131.31,7,26.2,9,0,False,70.92,63.89,295,9,Samsung,True,True,11.5,0.11,57.7,0,0,0.0,None,1,False,4,32.8,False,False,False,False,False,False,,
JIO10027507,Maharashtra & Goa,MH,West,2024-12-30,20,Prepaid,399,56,195.75,198.1,198.15,3,65.2,61,1,False,58.36,68.73,96,17,POCO,False,False,17.7,0.3,18.0,1,0,9.9,None,2,False,6,24.5,False,False,False,False,False,False,,
JIO10051264,Haryana,HR,North,2024-08-30,24,Prepaid,399,84,285.39,300.41,297.89,2,74.5,7,0,False,59.14,57.3,456,14,JioBharat / JioPhone,False,False,10.6,1.54,40.4,3,1,3.2,None,1,False,10,11.9,False,False,False,False,False,False,,
JIO10014293,Uttar Pradesh East,UPE,North,2025-01-29,19,Prepaid,209,28,196.01,194.45,217.98,7,26.8,34,0,False,36.02,31.67,545,14,Samsung,False,False,15.3,1.69,72.9,1,1,3.3,None,2,False,8,25.3,False,True,False,False,False,False,,
JIO10047009,Bihar & Jharkhand,BH,East,2024-03-31,29,Postpaid,449,30,554.62,582.79,643.82,6,38.5,28,0,True,8.69,10.57,338,23,Samsung,True,False,9.5,0.71,48.6,3,1,23.8,JioFiber,2,False,21,42.4,False,False,False,False,False,False,,
JIO10004915,West Bengal,WB,East,2023-08-31,36,Postpaid,299,30,168.1,160.99,216.91,6,32.3,7,0,False,35.04,34.67,244,12,JioBharat / JioPhone,False,False,4.8,0.6,13.1,1,0,3.3,None,1,False,1,2.4,False,False,False,False,False,False,,
JIO10016090,Gujarat,GJ,West,2025-03-31,17,Prepaid,209,28,78.52,78.0,83.02,4,26.1,17,1,True,20.39,19.45,96,7,realme,False,False,18.1,0.32,30.7,1,0,5.6,None,1,False,1,27.1,False,True,False,False,False,False,,
JIO10024508,Delhi NCR,DL,North,2023-03-31,41,Prepaid,349,365,304.22,287.92,279.63,1,400.0,110,1,True,22.73,15.57,248,9,Samsung,False,False,10.5,0.67,21.2,0,0,0.0,JioFiber,3,False,9,32.3,False,True,False,False,False,False,,
JIO10018518,Bihar & Jharkhand,BH,East,2020-07-30,73,Prepaid,189,28,280.72,297.67,336.35,8,29.2,12,1,False,30.82,30.7,260,10,Samsung,False,False,10.1,1.93,42.2,0,0,0.0,None,1,False,12,27.2,True,True,True,False,False,False,,
JIO10047286,West Bengal,WB,East,2021-01-29,67,Prepaid,299,56,99.51,99.55,99.79,3,41.3,13,0,True,31.52,33.95,147,10,vivo,False,False,24.0,0.52,42.9,0,0,0.0,None,2,False,3,36.4,False,False,False,False,False,False,,
JIO10041011,Assam,AS,East,2023-08-31,36,Postpaid,449,30,181.47,181.26,167.45,6,24.2,26,1,True,29.13,24.19,202,15,Samsung,True,True,15.4,1.14,30.5,0,0,0.0,None,1,False,8,19.3,False,False,False,False,False,False,,
JIO10039677,Uttar Pradesh East,UPE,North,2023-05-01,40,Prepaid,299,365,113.8,110.25,108.97,1,359.7,210,0,True,23.91,26.12,156,13,realme,True,True,14.9,0.4,29.7,2,0,5.8,None,1,True,3,44.6,True,False,False,False,False,False,,
JIO10063011,Tamil Nadu,TN,South,2021-09-30,59,Postpaid,299,30,271.8,246.77,270.74,6,37.1,9,0,True,16.94,12.6,445,14,Motorola,True,False,14.2,0.66,30.5,0,0,0.0,None,2,False,16,7.4,False,False,False,False,False,False,,
JIO10016481,Uttar Pradesh East,UPE,North,2024-10-30,22,Prepaid,189,28,203.53,231.4,244.74,6,29.8,38,0,False,30.08,32.07,465,15,realme,False,False,17.1,0.21,74.8,1,1,9.6,None,3,False,5,2.2,False,False,False,False,False,False,,
JIO10029978,Delhi NCR,DL,North,2024-09-29,23,Prepaid,189,28,132.72,136.64,141.72,7,35.7,24,1,True,36.78,26.2,326,12,OPPO,True,True,13.6,0.29,29.9,1,0,3.4,None,1,False,7,13.4,False,False,False,False,False,False,,
JIO10062347,Bihar & Jharkhand,BH,East,2025-11-30,9,Prepaid,449,28,126.61,116.85,123.66,6,37.0,18,0,True,27.1,30.4,965,11,Samsung,True,False,18.1,0.26,41.0,0,0,0.0,None,2,False,9,6.8,False,True,True,False,False,False,,
JIO10018015,Tamil Nadu,TN,South,2026-05-01,4,Prepaid,155,28,227.8,214.76,243.27,9,26.4,11,2,False,29.21,29.06,108,15,Apple,False,False,6.7,0.82,17.7,0,0,0.0,None,1,True,10,32.5,False,False,False,False,False,False,,
JIO10053221,Punjab,PB,North,2023-03-01,42,Prepaid,209,28,248.94,232.2,255.6,5,30.0,16,1,False,36.65,33.96,297,14,OPPO,True,True,12.0,0.45,52.3,1,1,5.5,None,1,False,9,19.9,False,False,False,False,False,False,,
JIO10025925,Kerala,KL,South,2023-08-31,36,Prepaid,155,28,116.71,96.84,131.42,8,18.3,6,0,True,31.77,44.48,309,9,Xiaomi,False,False,21.7,0.29,21.1,0,0,0.0,None,1,False,8,22.7,True,False,False,False,False,False,,
JIO10001439,Kerala,KL,South,2020-02-29,78,Prepaid,239,84,338.9,317.78,272.82,2,64.9,42,1,False,18.63,19.34,263,15,Apple,True,False,18.5,0.19,36.7,1,0,1.6,None,1,False,11,45.0,True,False,False,False,False,False,,
JIO10059131,Mumbai,MU,West,2024-11-29,21,Prepaid,155,28,202.49,202.32,190.05,4,28.3,44,0,False,27.34,35.95,339,13,JioBharat / JioPhone,False,False,20.1,1.11,47.4,0,0,0.0,JioAirFiber,2,False,3,8.7,False,False,False,False,False,False,,
JIO10047844,West Bengal,WB,East,2024-01-30,31,Prepaid,155,28,212.39,171.19,166.54,8,29.8,7,0,False,25.81,28.54,223,14,JioBharat / JioPhone,False,False,11.7,0.19,17.2,0,0,0.0,None,1,True,6,11.7,False,False,False,False,False,False,,
JIO10010235,Bihar & Jharkhand,BH,East,2018-12-30,92,Prepaid,209,365,152.72,160.7,148.7,1,267.4,165,0,True,24.81,25.39,424,8,realme,True,True,13.7,0.39,76.8,0,0,0.0,None,2,False,12,20.8,False,True,True,False,False,False,,
JIO10033069,Kerala,KL,South,2024-03-31,29,Prepaid,209,56,110.68,123.73,101.35,3,45.9,31,0,False,4.43,3.91,199,15,Samsung,False,False,14.9,0.88,21.1,0,0,0.0,None,1,False,2,10.2,False,False,False,False,False,False,,
JIO10010461,Rajasthan,RJ,North,2021-07-31,61,Prepaid,399,28,215.11,202.76,221.42,8,26.8,4,0,False,17.46,24.48,317,12,OPPO,False,False,18.9,0.26,14.7,1,0,4.9,None,1,True,3,22.8,False,False,False,False,False,False,,
JIO10020961,Gujarat,GJ,West,2024-09-29,23,Prepaid,155,56,108.06,109.17,89.51,4,68.8,26,0,False,27.44,26.98,370,13,POCO,False,False,16.2,0.17,51.6,0,0,0.0,None,1,False,1,29.4,False,False,False,False,False,False,,
JIO10045291,Bihar & Jharkhand,BH,East,2025-10-30,10,Prepaid,189,28,153.56,142.54,143.68,4,30.2,7,0,True,15.22,19.31,300,10,OPPO,False,False,6.0,0.66,63.6,1,1,3.9,None,2,False,8,14.0,False,False,False,False,False,False,,
JIO10013659,Himachal Pradesh,HP,North,2023-12-30,32,Prepaid,399,56,116.3,128.15,118.89,3,51.8,14,0,False,37.14,40.46,216,9,JioBharat / JioPhone,False,False,12.2,0.4,30.7,2,0,1.8,None,2,True,1,4.5,False,False,False,False,False,False,,
JIO10015763,Andhra Pradesh & Telangana,AP,South,2025-12-30,8,Prepaid,209,28,149.52,142.65,141.91,6,27.1,21,1,False,35.97,39.9,288,11,vivo,False,False,16.8,0.64,42.4,1,0,3.1,None,1,False,1,14.6,False,True,False,False,False,False,,
JIO10048426,Karnataka,KA,South,2025-12-30,8,Prepaid,155,28,204.86,188.67,213.83,6,31.2,55,0,False,30.76,36.83,454,8,Xiaomi,True,True,14.0,0.41,18.4,0,0,0.0,None,1,False,9,58.5,False,False,False,False,False,False,,
JIO10004877,Tamil Nadu,TN,South,2025-03-31,17,Prepaid,579,365,215.27,203.98,257.29,0,383.0,210,3,False,29.18,25.73,781,4,Xiaomi,False,False,7.9,0.96,48.1,0,0,0.0,None,2,False,6,34.1,False,False,False,True,False,True,Unresolved complaint,2026-10-23
JIO10055553,Madhya Pradesh & Chhattisgarh,MP,North,2023-07-01,38,Prepaid,209,28,170.65,163.0,165.51,7,35.3,27,0,False,1.9,1.96,179,7,Xiaomi,True,True,8.8,0.43,4.8,0,0,0.0,None,1,False,2,20.6,False,False,False,False,False,False,,
JIO10027237,West Bengal,WB,East,2022-05-31,51,Prepaid,399,28,302.27,288.03,278.05,7,38.4,48,1,False,126.66,125.08,35,16,Apple,True,True,20.4,0.29,15.9,3,1,16.0,None,1,False,6,14.6,False,False,False,False,False,False,,
JIO10009570,Kerala,KL,South,2022-12-30,44,Prepaid,189,84,203.83,185.92,178.65,2,91.1,33,1,True,30.95,32.63,609,14,Samsung,True,True,16.7,0.8,23.1,0,0,0.0,None,1,False,8,11.1,True,True,False,False,False,False,,
JIO10023220,Andhra Pradesh & Telangana,AP,South,2025-12-30,8,Prepaid,155,28,165.48,173.71,162.73,7,26.0,16,0,False,12.86,12.82,531,11,Xiaomi,True,True,19.7,0.2,26.6,1,0,3.3,None,2,True,3,36.8,False,False,False,False,False,False,,
JIO10025556,Uttar Pradesh East,UPE,North,2024-12-30,20,Prepaid,189,84,227.78,225.85,217.23,2,77.2,80,2,False,46.18,44.07,225,10,vivo,False,False,14.9,0.25,17.7,1,0,3.1,None,1,False,5,44.8,False,True,False,False,False,False,,
JIO10005799,Uttar Pradesh East,UPE,North,2022-11-30,45,Prepaid,155,84,199.67,201.5,215.31,2,103.4,61,1,False,3.45,3.88,129,8,vivo,False,False,8.4,0.39,68.5,2,1,5.7,None,2,False,6,30.0,False,False,False,False,False,False,,
JIO10004226,Bihar & Jharkhand,BH,East,2025-08-30,12,Postpaid,799,30,377.68,390.28,391.13,6,46.9,10,0,True,182.08,187.71,167,17,Samsung,True,True,21.9,0.97,14.4,1,0,4.6,JioAirFiber,3,False,21,20.5,True,False,False,True,False,False,,
JIO10049855,Rajasthan,RJ,North,2023-07-01,38,Prepaid,299,56,107.56,110.11,107.49,4,45.0,18,0,False,32.01,28.64,271,7,Apple,False,False,6.8,1.26,17.3,0,0,0.0,None,1,True,0,39.5,False,True,False,False,False,False,,
JIO10057491,Gujarat,GJ,West,2022-01-29,55,Prepaid,155,28,225.22,215.47,208.52,6,27.7,22,1,False,27.49,27.11,181,10,POCO,True,False,17.5,0.36,24.8,0,0,0.0,None,1,True,12,54.0,False,False,False,False,False,False,,
JIO10059182,Bihar & Jharkhand,BH,East,2025-09-30,11,Prepaid,399,28,297.25,286.86,322.23,5,24.6,5,1,False,21.5,21.07,74,9,vivo,True,True,12.0,0.4,91.3,1,0,1.7,None,1,False,6,39.4,False,False,False,False,False,False,,
JIO10012299,Uttar Pradesh East,UPE,North,2023-03-31,41,Prepaid,299,56,250.01,253.16,260.04,5,50.9,81,0,False,12.57,8.37,106,10,vivo,True,False,12.7,1.31,28.3,0,0,0.0,None,1,False,10,29.7,False,False,False,False,False,False,,
JIO10034683,Bihar & Jharkhand,BH,East,2022-07-31,49,Prepaid,799,28,181.2,160.75,168.29,6,29.2,9,0,False,16.36,20.66,477,9,Apple,True,True,11.0,0.13,47.6,3,1,2.0,None,1,False,5,43.6,False,False,False,False,False,False,,
JIO10020402,Andhra Pradesh & Telangana,AP,South,2024-10-30,22,Prepaid,239,365,126.69,122.78,140.08,0,272.5,15,0,False,59.48,54.03,326,9,OPPO,False,False,7.0,0.24,26.3,0,0,0.0,None,2,False,0,5.9,False,True,False,False,False,False,,
JIO10042762,Uttar Pradesh West,UPW,North,2023-12-30,32,Prepaid,1559,28,241.91,276.91,229.99,4,30.4,55,2,False,31.15,21.13,220,15,realme,False,False,5.7,0.83,44.3,0,0,0.0,None,2,True,5,20.8,False,False,False,False,False,False,,
JIO10020413,Gujarat,GJ,West,2025-08-30,12,Prepaid,189,84,280.55,307.19,223.05,2,74.3,84,0,False,113.05,129.58,442,16,vivo,True,True,14.8,0.17,33.4,0,0,0.0,JioFiber,2,False,4,43.4,False,False,False,False,False,False,,
JIO10015627,Kolkata,KO,East,2023-01-30,43,Prepaid,239,28,223.33,234.8,175.49,7,16.9,10,0,False,118.83,114.79,457,10,Samsung,True,True,14.4,0.08,46.4,0,0,0.0,None,2,False,5,27.6,False,True,False,False,False,False,,
JIO10006009,Rajasthan,RJ,North,2023-08-31,36,Prepaid,209,28,114.73,111.04,106.9,5,25.8,5,2,False,13.04,17.28,151,12,OPPO,False,False,16.0,0.42,32.5,0,0,0.0,None,1,False,0,63.4,False,False,False,False,False,False,,
JIO10060893,Rajasthan,RJ,North,2021-11-29,57,Postpaid,449,30,319.88,343.1,294.26,6,30.7,26,0,True,28.84,22.18,267,8,OPPO,False,False,17.9,0.41,11.5,0,0,0.0,None,2,False,12,16.3,False,False,False,False,False,False,,
JIO10045845,Madhya Pradesh & Chhattisgarh,MP,North,2025-07-31,13,Prepaid,799,28,164.41,152.43,159.44,5,21.4,33,0,False,12.53,16.19,462,8,JioBharat / JioPhone,False,False,10.5,0.39,22.0,1,0,1.2,None,2,True,3,2.0,False,True,False,False,False,False,,
JIO10012262,Maharashtra & Goa,MH,West,2026-03-31,5,Prepaid,189,56,239.86,262.8,256.53,3,60.4,42,0,False,102.08,94.95,415,5,Samsung,True,True,16.2,0.21,12.5,0,0,0.0,None,2,True,5,53.5,False,False,False,False,False,False,,
JIO10064246,North East,NE,East,2025-08-30,12,Postpaid,1499,30,636.08,705.01,690.51,6,35.7,17,0,True,46.67,43.79,515,10,vivo,True,False,1.5,0.66,54.8,1,1,3.3,JioAirFiber,2,False,19,27.7,True,False,False,False,False,False,,
JIO10007365,Mumbai,MU,West,2024-04-30,28,Prepaid,155,28,214.46,263.93,238.85,8,34.5,66,0,False,53.83,49.56,478,6,vivo,False,False,7.4,1.78,15.6,1,0,0.6,None,1,False,5,16.8,False,False,False,True,False,False,,
JIO10059753,West Bengal,WB,East,2024-09-29,23,Prepaid,209,28,208.16,228.1,194.51,4,33.2,5,1,False,31.44,24.67,154,8,Samsung,False,False,15.6,0.24,19.3,0,0,0.0,None,3,False,5,48.1,False,False,False,False,False,False,,
JIO10054634,Jammu & Kashmir,JK,North,2022-05-31,51,Prepaid,239,365,203.79,216.67,234.23,0,394.2,210,0,False,16.66,14.18,446,13,Motorola,True,True,6.9,0.41,16.9,1,0,9.2,None,1,True,9,25.1,False,False,False,True,False,True,Competitor offer / price,2026-11-05
JIO10056131,Himachal Pradesh,HP,North,2025-03-01,18,Postpaid,799,30,716.68,728.33,736.72,6,26.9,6,0,True,223.93,229.07,267,6,realme,True,True,11.4,0.88,35.1,3,1,5.4,JioAirFiber,2,False,21,40.6,False,False,False,False,False,False,,
JIO10001442,Maharashtra & Goa,MH,West,2023-11-30,33,Prepaid,239,28,102.19,91.19,105.74,8,25.1,10,1,False,21.5,20.79,289,14,OPPO,True,True,3.7,0.04,39.7,0,0,0.0,None,2,False,0,21.9,True,False,False,False,False,False,,
JIO10006497,Kerala,KL,South,2023-11-30,33,Prepaid,239,28,520.01,488.93,465.92,7,34.6,51,1,False,179.86,162.46,95,11,Samsung,True,True,12.6,0.29,31.6,0,0,0.0,None,1,True,20,11.8,False,True,True,False,False,False,,
JIO10017697,Bihar & Jharkhand,BH,East,2024-01-30,31,Prepaid,239,56,147.42,137.69,155.64,3,50.7,114,1,False,33.69,32.6,467,11,Samsung,False,False,15.2,0.97,42.0,0,0,0.0,None,1,False,2,46.5,False,False,False,False,False,False,,
JIO10026048,Gujarat,GJ,West,2026-03-01,6,Prepaid,189,28,122.4,119.67,135.04,6,34.5,87,0,False,27.72,28.87,295,20,OPPO,False,False,7.2,0.46,23.6,1,0,2.1,None,1,False,1,53.2,False,True,False,False,False,False,,
JIO10056144,Rajasthan,RJ,North,2026-05-31,3,Prepaid,349,84,151.26,136.11,132.06,2,60.9,18,0,True,15.72,14.72,310,11,Motorola,True,True,9.0,1.11,25.8,2,0,5.4,None,2,False,6,17.6,False,True,True,False,False,False,,
JIO10035858,Uttar Pradesh West,UPW,North,2025-11-30,9,Prepaid,155,365,204.58,192.71,192.52,0,398.5,210,2,False,31.7,29.84,281,7,Apple,False,False,7.4,1.32,36.0,1,0,5.1,JioAirFiber,2,False,5,22.5,False,True,False,False,False,False,,
JIO10064163,Uttar Pradesh East,UPE,North,2025-04-30,16,Prepaid,579,28,182.92,157.42,183.65,7,35.8,15,0,False,3.76,3.94,455,10,Apple,False,False,17.7,0.16,63.5,0,0,0.0,None,1,False,4,16.3,False,True,False,False,False,False,,
JIO10000539,Gujarat,GJ,West,2025-09-30,11,Prepaid,239,28,184.48,198.97,223.28,7,34.3,3,2,False,7.6,6.66,843,15,POCO,False,False,14.8,0.82,28.3,0,0,0.0,None,1,False,2,17.1,False,False,False,False,False,False,,
JIO10048092,Gujarat,GJ,West,2022-03-01,54,Prepaid,155,28,87.32,91.67,76.35,7,23.3,9,0,False,11.57,12.29,327,11,Motorola,True,True,11.1,0.61,34.4,1,1,5.2,None,1,False,0,10.0,False,False,False,False,False,False,,
JIO10062730,Tamil Nadu,TN,South,2024-01-30,31,Prepaid,239,84,206.05,166.64,190.93,2,57.2,64,1,False,23.5,19.98,303,5,Xiaomi,True,True,12.7,0.44,29.3,0,0,0.0,None,2,False,5,4.4,False,False,False,False,False,False,,
JIO10055535,Mumbai,MU,West,2025-03-31,17,Prepaid,189,28,186.58,189.72,180.54,7,28.5,7,0,False,15.65,14.42,201,9,JioBharat / JioPhone,False,False,11.2,0.58,21.6,4,1,7.4,None,2,False,8,37.3,False,False,False,False,False,False,,
JIO10014446,Karnataka,KA,South,2024-12-30,20,Prepaid,449,28,121.56,133.16,113.67,7,23.0,47,0,False,32.38,32.81,205,12,OPPO,False,False,13.5,0.6,42.1,0,0,0.0,None,1,False,1,38.4,True,False,False,False,False,False,,
JIO10030637,Maharashtra & Goa,MH,West,2023-05-01,40,Prepaid,239,28,289.68,285.26,255.85,6,30.1,10,0,False,30.1,35.39,218,12,vivo,True,False,13.5,0.12,15.0,0,0,0.0,JioFiber,2,False,8,12.3,True,False,False,False,False,False,,
JIO10057783,Gujarat,GJ,West,2025-12-30,8,Prepaid,209,28,190.35,206.5,203.7,6,41.1,36,0,False,22.01,18.33,877,9,OPPO,False,False,10.2,0.74,45.0,1,1,7.1,JioFiber,2,False,5,43.4,False,False,False,False,False,False,,
JIO10061026,Gujarat,GJ,West,2023-08-31,36,Prepaid,299,56,215.65,203.67,224.99,4,56.7,64,0,False,14.39,12.56,302,12,OPPO,True,True,16.5,0.5,14.5,1,0,3.4,None,1,False,6,11.6,False,False,False,False,False,False,,
JIO10045778,Andhra Pradesh & Telangana,AP,South,2024-06-30,26,Postpaid,1499,30,366.44,336.75,293.8,6,32.6,62,0,False,66.44,79.87,174,14,OPPO,True,True,7.8,0.38,35.6,0,0,0.0,None,1,False,6,26.5,False,False,False,False,False,False,,
