subscriber_id,actual_churn_90d,tenure_months,plan_price_inr,plan_validity_days,arpu_last_month_inr,arpu_3m_avg_inr,arpu_6m_avg_inr,recharge_count_6m,avg_recharge_gap_days,days_since_last_recharge,payment_failures_6m,autopay_enabled,data_gb_last_month,data_gb_3m_avg,voice_minutes_last_month,sms_count_last_month,is_5g_device,is_5g_active,avg_sinr_db,drop_call_rate_pct,site_congestion_score,complaints_6m,unresolved_complaints,avg_resolution_days,num_services,family_plan_flag,app_logins_30d,outgoing_to_competitor_pct,roaming_user_flag,offer_exposed_90d,offer_redeemed_90d,mnp_enquiry_flag,circle_Andhra Pradesh & Telangana,circle_Assam,circle_Bihar & Jharkhand,circle_Delhi NCR,circle_Gujarat,circle_Haryana,circle_Himachal Pradesh,circle_Jammu & Kashmir,circle_Karnataka,circle_Kerala,circle_Kolkata,circle_Madhya Pradesh & Chhattisgarh,circle_Maharashtra & Goa,circle_Mumbai,circle_North East,circle_Odisha,circle_Punjab,circle_Rajasthan,circle_Tamil Nadu,circle_Uttar Pradesh East,circle_Uttar Pradesh West,circle_West Bengal,zone_East,zone_North,zone_South,zone_West,device_brand_Apple,device_brand_JioBharat / JioPhone,device_brand_Motorola,device_brand_OPPO,device_brand_OnePlus,device_brand_POCO,device_brand_Samsung,device_brand_Tecno,device_brand_Xiaomi,device_brand_realme,device_brand_vivo,home_product_JioAirFiber,home_product_JioFiber,home_product_None,plan_type_Postpaid,plan_type_Prepaid
JIO10035018,0,-0.73695534,-0.04464744,-0.025676243,-0.18220988,-0.061027512,-0.006348705,-0.08224256,-0.27920777,-0.9903622,-0.22349854,0.057303917,0.06796925,0.011796543,0.043197513,0.022468608,0.03448366,0.028794553,0.093225785,-0.17874794,-0.32012716,0.33646932,0.6665063,0.14194842,0.04946474,0.034156926,0.106783606,-0.57953495,-0.001355554,-0.0032142946,0.0,-0.8471808,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002004926,0.0,-0.0020158396,0.0,0.0,-0.056656227,0.0114231985,-0.026231524,0.0,-0.00072069914,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.012095235,0.0,0.0
JIO10048062,0,-0.18587509,0.009531583,-0.024982266,-0.029263621,-0.021991367,-0.01344438,0.0072721196,-0.2593404,-0.3448032,-0.22674312,0.082047045,-0.07494927,-0.08577361,0.046915345,0.02787396,-0.04534586,0.035896763,-0.2098094,0.2774031,-0.4538783,-0.14241986,-0.2806321,-0.1847807,-0.12310975,0.030298278,0.28719708,-0.46138912,0.014444834,0.0118865585,0.0,-0.9192125,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0018813687,0.0,0.0,-0.02297619,0.0074688382,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.009453993,0.0,0.0
JIO10019795,0,0.06734896,0.009692956,-0.021391239,-0.34446603,-0.047068343,-0.16072036,0.037936255,-0.25183368,-0.5196523,-0.14777048,0.083807744,0.049878377,0.01612556,-0.07969368,-0.039310668,0.051020484,0.022680417,0.10078564,0.826567,1.1166166,-0.12618178,0.8955468,0.09794188,0.057322256,0.026773227,-0.06953544,-0.87511116,-0.00080008316,-0.0013952255,0.0,-0.8667554,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012602462,0.0,-0.0020158396,0.0,0.0,0.091112934,0.009352098,0.0071492656,0.0,0.0040456564,0.0,0.0,0.0,-0.003601637,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011187915,0.0,0.0
JIO10063414,0,1.2872245,0.020278297,-0.0006950551,-0.28372425,-0.016074423,-0.028464774,0.012953853,-0.26655808,-0.643262,0.09922635,0.09501684,-0.041158363,-0.03335552,0.019179612,-0.017529132,-0.03628447,0.045443267,0.154106,1.0023592,-0.3917588,-0.13775773,-0.28173044,-0.14217484,0.06813304,0.0366359,-0.0840551,-0.059810247,-0.0032955306,-0.0013952255,0.0,-0.9330643,0.0,0.0,0.031235987,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,-0.016659295,0.01081218,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0022902975,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.0116413105,0.0,0.0
JIO10042735,0,-0.83784705,-0.014086656,-0.015404681,-0.4892761,-0.25430644,-0.1544295,-0.046984535,-0.3738684,-0.7156818,-0.19039093,0.08423745,-0.050995838,-0.057579856,-0.029244533,0.006309387,-0.03226339,-0.037596904,0.21802938,-0.11357248,0.51155967,-0.1450007,-0.285245,-0.13812248,0.048224002,0.031597212,-0.37257978,-0.24539563,-0.001355554,-0.0032142946,0.0,-0.80409884,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029237121,0.0,-0.0026725947,0.0,0.0,-0.06713072,0.0077503715,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0022922636,-0.004457484,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.012583131,0.0,0.0
JIO10019783,0,0.5205062,0.032554153,-0.015318493,0.279531,0.064549275,0.046619862,-0.13314703,-0.32119828,-0.73357636,-0.15105811,0.082126155,0.08380815,-0.0054356717,0.006290358,-0.049254335,0.027932417,0.066393025,-0.48861104,0.06541243,0.45015484,0.30956128,0.72893363,-0.06677972,-0.10923446,0.025659038,0.24701129,1.1596175,-0.001355554,-0.0032142946,0.0,-0.9097289,0.0,0.0,0.031235987,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012602462,0.0,-0.0009467725,0.0,0.0,-0.06745422,0.009352098,0.0071492656,0.0,-0.00072069914,0.0,0.0,0.0,-0.0020454093,-0.004457484,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.012825711,0.0,0.0
JIO10006491,0,-0.37154967,0.02147232,-0.0063203285,-0.26309347,-0.06247721,-0.028818365,-0.0043508047,-0.34933156,-0.6798289,-0.22278886,-0.4032989,0.050182033,0.02057101,-0.01975058,0.031950057,-0.037900113,-0.072681025,0.14923052,-0.16225919,-0.3453474,-0.15459973,-0.3069684,-0.13765334,0.063400835,0.037324242,-0.32726893,-0.4890804,-0.001355554,0.0118865585,0.0,-0.83481854,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,-0.040402707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,-0.032625154,-0.023301758,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.010430841,0.0,0.0
JIO10051925,0,-0.36426798,0.021066386,-0.016338035,-0.31955573,-0.06632692,-0.017150741,-0.10666315,-0.38515705,-1.1236058,-0.19534312,0.087332286,-0.044371277,-0.020075895,0.025337685,-0.03149389,0.026470633,0.039553296,0.14386536,-0.21140699,0.007926762,-0.15019804,-0.28460693,-0.17871529,0.05765373,0.031646647,-0.41290706,0.41716987,-0.0032955306,-0.0032142946,0.0,-0.87128574,0.0,0.0,0.0108053805,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,-0.018010302,0.0045145364,0.0012886757,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.011828173,0.0,0.0
JIO10030702,0,-0.19582166,0.0141918985,-0.026827373,0.0014304142,-0.018749667,-0.003545248,-0.07884103,-0.27846572,-0.5577725,0.16520625,0.06148849,-0.072933264,-0.08587917,-0.043057173,-0.042496406,0.051020484,0.03560635,-0.3133268,0.077403165,-0.5474814,0.392196,0.78196514,0.11998615,-0.066799805,0.03394209,-0.2837267,-0.48598775,-0.0032955306,-0.0012701958,0.0,-0.85289776,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0010002037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002004926,0.0,-0.002681523,0.0,0.0,0.056344546,0.01081218,0.0071492656,0.0,-0.00072069914,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.010300448,0.0,0.0
JIO10010809,0,-0.16125403,0.0065586832,-0.018834902,-0.24529248,-0.054374725,-0.011961807,-0.048557974,-0.2851935,-0.69099087,0.15829726,0.081298046,0.083687894,0.024156867,-0.060695015,-0.03711026,0.032582056,0.032099437,-0.41820148,-0.2585526,-0.06764581,-0.14938262,-0.29541194,-0.1548177,-0.0908954,0.029762091,-0.2733738,-0.7084674,-0.001355554,-0.0032142946,0.0,-0.8927652,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,0.04264266,0.0057175867,0.0016168475,0.0,-0.0008037476,0.0,0.0,0.0,-0.003601637,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.008852497,0.0,0.0
JIO10016639,0,-0.30581313,0.007063101,-0.018905351,0.20827304,0.04253998,0.02075373,0.010742177,-0.29233307,-1.0453844,-0.23545536,0.07779014,0.08390874,0.017588278,-0.05231703,0.021776604,0.02698021,0.03396526,-0.20824957,-0.20759962,-0.31763384,-0.1386456,-0.27330014,-0.17841163,-0.106290765,0.029674914,-0.112223,-0.52946526,-0.001355554,-0.0032142946,0.0,-0.8882073,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03462841,0.0,-0.0018813687,0.0,0.0,-0.033315018,-0.03818176,0.0012886757,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011025353,0.0,0.0
JIO10018446,0,-0.39640528,0.010715083,-0.02244553,0.39963594,0.2976774,0.05714456,-0.078408316,-0.28136778,-0.6765274,-0.21621087,0.06053273,-0.040286493,-0.06628644,0.005540169,-0.023666544,0.029321317,0.032235447,0.049051832,-0.16221657,-0.3638023,0.363308,0.5952163,0.16588457,-0.093464054,0.026170753,0.1911073,-0.6813891,-0.0032955306,-0.0032142946,0.0,-0.8375978,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002004926,0.0,-0.0011193336,0.0,0.0,-0.04308086,0.01288328,-0.041483913,0.0,-0.00072069914,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011904492,0.0,0.0
JIO10049506,0,-0.16973276,0.02215661,-0.012986056,-0.47548518,-0.21815912,-0.17103425,-0.05849628,-0.33722973,-0.5973175,-0.18929146,0.083305836,0.05383172,-0.061856676,-0.066949144,0.013366765,0.036469262,0.04421945,0.05593057,0.02753062,-0.15473111,-0.12733082,-0.28536624,0.12864101,-0.08733013,0.037203036,0.061363224,-0.12695444,-0.001355554,0.0118865585,0.0,-0.85876745,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029237121,0.0,-0.0026725947,0.0,0.0,-0.023164649,-0.03818176,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.013034737,0.0,0.0
JIO10062980,0,1.2322363,0.017194849,-0.016143402,0.05034455,-0.013170888,0.017071703,-0.07786398,-0.37436017,-0.7498415,0.40766072,0.099822596,0.06509427,-0.03167913,0.016439926,0.0051215393,0.025081731,0.038729645,-0.18768427,0.06926122,0.08761571,-0.123047076,-0.28371865,-0.16687751,-0.11557605,0.026917556,0.07706341,-0.55518496,-0.001355554,-0.0032142946,0.0,-0.91177183,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0034435585,0.0,0.0,-0.025054013,0.012695439,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.0005755247,0.0,0.0,0.011251323,0.0,0.0
JIO10014696,0,-0.10916428,0.01727692,-0.0136545515,0.80426973,0.4476783,0.11338993,0.025498781,-0.304677,-0.5969777,-0.13838527,0.09534984,0.05644004,-0.021660674,0.027710514,-0.03836721,0.02656671,0.03317929,0.19616976,0.87119794,0.2457934,-0.1221401,-0.2555721,-0.1957186,0.06366187,-0.16807121,0.35367724,0.50516725,-0.001355554,0.0029817936,0.0,-0.8978646,0.0,0.0,0.0108053805,0.0,0.0,0.0,0.0,0.0,0.0018830923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0012019872,0.0,0.0,-0.04414689,0.0075056404,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0013562283,-0.004457484,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.011703933,0.0,0.0
JIO10038559,0,0.44907743,-0.05198086,-0.01574736,-0.50221646,-0.22348551,-0.111868374,-0.09805289,-0.34593815,-1.0746906,0.11922041,-0.48084494,-0.022538276,-0.03685739,0.016081225,0.030919453,-0.05369383,-0.0667388,-0.0699703,-0.16383733,-0.10487442,-0.15283565,-0.3201876,0.08664759,-0.08919567,0.034327045,-0.37242365,-0.26894516,-0.0032955306,-0.0012701958,0.0,-0.88129485,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0018830923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030259183,0.0,-0.0026725947,0.0,0.0,-0.015619352,-0.042714246,0.0012886757,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.014046809,0.0,0.0
JIO10059889,0,0.40725073,0.03592034,-0.021749616,-0.17655,-0.026082322,-0.0014599593,-0.10775608,-0.30827245,-0.62928015,-0.19512103,-0.5195903,-0.032139577,0.241478,-0.006214453,0.010435509,0.025081731,0.032101035,0.2515947,-0.056444813,-0.03456278,-0.16641392,-0.35542333,-0.13325611,-0.11597197,0.033040434,-0.13986252,-0.6721152,-0.0032955306,-0.0012701958,0.0,-0.8700438,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0020166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0034435585,0.0,0.0,-0.031892672,-0.031746767,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,-0.19914551,0.0,0.0
JIO10036703,0,-0.8075732,0.018259887,-0.016329423,0.114256434,-0.02179586,0.06779811,-0.082454994,-0.26182145,-1.0211644,-0.2202071,-0.2579663,0.05937807,-0.0708127,0.033763252,0.02438224,0.042725217,0.048452076,0.038398158,0.54386944,-0.3336224,0.78554016,1.7357073,0.1553515,0.040690996,0.031203028,0.049834907,-0.36304107,-0.001355554,-0.00080631935,0.0,-0.8344043,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0018830923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012602462,0.0,-0.0009467725,0.0,0.0,0.055405937,0.0091164075,0.0045104614,0.0,-0.00072069914,0.0,0.0,0.0,-0.0013581943,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011928033,0.0,0.0
JIO10012322,0,0.2550874,-0.07961579,-0.021474805,-0.2728251,-0.14161702,-0.04778552,-0.05459357,-0.37707317,-0.66487896,0.40087944,0.09603547,-0.04514243,0.24176857,0.0058068703,-0.028720345,-0.04534586,0.029465342,-0.17931269,-0.119608,-0.40404645,-0.13584264,-0.30226958,-0.12678474,0.059279837,0.042474985,-0.3006672,-0.516909,-0.0032955306,-0.0012701958,0.0,-0.88505137,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0010002037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,-0.013928529,0.007857878,-0.009384888,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.003119691,0.0,0.0,0.012000302,0.0,0.0
JIO10006015,0,0.5750023,0.029359171,-0.012276848,-0.26143688,-0.06348899,-0.13059057,0.008560673,-0.30268493,-0.4797394,-0.19113497,-0.46073577,0.05878139,-0.027873972,-0.036953412,0.047222976,0.025591308,0.045572706,0.09921311,-0.15307714,-0.45356777,-0.15976295,-0.3190758,-0.14957729,-0.09775153,-0.19802418,0.041744243,0.036729053,-0.001355554,-0.0032142946,0.0,-0.9397352,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,-0.040402707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,-0.027536664,-0.023301758,0.0016168475,0.0,0.015830573,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,-0.18695864,0.0,0.0
JIO10031930,0,-0.30294734,0.020809365,-0.018560091,-0.33397278,-0.21728884,-0.194029,-0.045907855,-0.27094984,-0.6851773,-0.19350351,0.07852626,0.0623705,-0.01723746,-0.077950016,-0.031127147,-0.033327408,-0.090052746,-0.28304207,-0.14997205,0.0064423205,0.6882453,-0.28708193,0.21934615,0.036934584,0.035720903,-0.32245216,-0.64583915,-0.001355554,0.0118865585,0.0,-0.7862206,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021372263,0.0,-0.0033519764,0.0,0.0,-0.017936265,0.0114231985,-0.009384888,0.0,-0.0008037476,0.0,0.0,0.0,-0.003601637,-0.004457484,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011418601,0.0,0.0
JIO10056138,0,0.019301347,0.007206411,0.023307938,-0.016060866,0.0073822793,-0.008937238,0.07355359,0.79613096,0.8003666,0.12791553,0.09857099,0.07774748,-0.04012963,-0.015665999,0.04659038,-0.046963446,-0.13762093,-0.056199152,-0.11611452,-0.2538415,-0.1307368,-0.29517198,-0.13575491,0.05123541,0.036015626,0.16758269,1.1561409,-0.001355554,-0.0012701958,0.0,-0.9106547,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0010002037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0012019872,0.0,0.0,0.020836981,0.012695439,0.0018319968,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.01425561,0.0,0.0
JIO10017507,0,-0.11205426,0.018147532,-0.016338035,-0.09979988,-0.06575687,-0.017891314,-0.082854345,-0.3383938,-0.69418997,-0.1974874,-0.5250037,-0.041045994,-0.05074664,0.00088608265,0.017051538,-0.045907885,-0.08702104,-0.07813912,-0.049879726,0.3636289,-0.16330798,-0.33639812,-0.14787737,0.050093967,0.036204364,-0.4682371,0.37736118,-0.0032955306,-0.0012701958,0.0,-0.8878354,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0020166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,-0.03441672,0.008553196,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.011672737,0.0,0.0
JIO10020183,0,0.3774248,-0.03812515,-0.0076062605,-0.12159061,-0.01905011,-0.010564435,0.0044383435,-0.19452864,-0.53117245,0.12952614,0.10836473,-0.045363247,0.18227002,0.027570859,-0.009486016,-0.045907885,0.055186015,-0.5540553,-0.16507104,-0.5664574,-0.12585743,-0.33018255,-0.132643,0.04905489,0.033954717,0.07008237,1.1935091,-0.0032955306,-0.0012701958,0.0,-1.0298688,0.0,0.0,0.031235987,0.0,0.0,0.0,0.0,0.0,0.0020166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,-0.014583673,0.004223366,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.013006346,0.0,0.0
JIO10019182,0,0.138823,0.015091294,-0.01921894,-0.29165044,-0.06412104,-0.123833284,-0.06411362,-0.38286135,-1.134014,-0.20547383,0.09267939,0.100224495,0.057176426,0.017355101,0.0036607166,-0.046963446,-0.08482381,-0.21947789,-0.043814816,-0.3194079,-0.13422774,-0.28476858,-0.11005071,0.06345562,0.036882643,-0.11556294,0.020074608,-0.001355554,-0.0012701958,0.0,-0.864399,0.0,0.0,-0.0016505938,0.0,0.0,0.0,0.0,0.0,0.0018830923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,0.035952292,0.012695439,0.0012886757,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.012130929,0.0,0.0
JIO10027048,0,0.83782154,0.009249172,-0.013062876,-0.21384011,-0.056677982,-0.028318346,-0.08305929,-0.3853278,-0.44370294,0.15130582,-0.4536802,0.07905118,0.05801422,-0.042133518,0.053397134,0.025591308,0.034202322,-0.23309143,-0.13922961,-0.4594458,-0.14066339,-0.32303572,-0.15169999,0.06982524,0.029071966,0.066478856,-0.80394804,-0.001355554,-0.0032142946,0.0,-0.87703085,0.0,0.0,-0.0016505938,0.0,0.0,0.0,0.0,0.0,-0.040402707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,-0.027536664,-0.023301758,0.0016168475,0.0,-0.0008037476,0.0,0.0,0.0,-0.003601637,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.009498442,0.0,0.0
JIO10057301,0,-0.13896601,0.03739902,-0.015129869,-0.271063,-0.07268442,-0.020466119,-0.07577969,-0.34317806,-0.49649078,-0.17901091,0.083169304,-0.034202434,0.0055954214,-0.04010076,-0.030349625,0.036469262,0.04405976,0.49604046,-0.15991338,-0.390561,-0.1158282,-0.28056607,0.12106071,0.05226776,0.03715686,-0.33510876,0.06865398,0.035117295,-0.0032142946,0.0,-0.8909114,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021372263,0.0,-0.0026725947,0.0,0.0,-0.030329498,0.00686717,-0.009384888,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.0129045155,0.0,0.0
JIO10044791,1,0.50360656,-0.08771181,-0.034750707,0.37958273,0.100311875,0.01466141,-0.09358401,-0.3236637,-0.6771872,0.14305343,0.08236715,0.022952694,-0.013865314,0.039213978,0.041216306,0.03038992,0.05137113,0.051969282,0.17433496,0.39218837,0.60928774,0.7688362,0.21320467,-0.10006741,-0.17624125,0.26811963,0.77864254,-0.00063914055,-0.0032142946,0.0,3.6974921,0.0,0.0,-0.0016505938,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002004926,0.0,-0.0009467725,0.0,0.0,-0.023289185,0.0114231985,0.0071492656,0.0,-0.00072069914,0.0,0.0,0.0,-0.0029794788,0.003939991,0.0,0.0,0.0,-0.0035856583,0.0,0.0,-0.2418496,0.0,0.0
JIO10004350,0,-0.1828481,0.021044511,-0.010471924,-0.0115386415,0.046549954,0.025450025,-0.04809452,-0.3514668,-0.5344638,-0.19342609,-0.4707966,-0.03569543,-0.016812533,0.0060849097,-0.030240184,0.031219475,0.047308613,-0.09332811,-0.25692767,-0.4010672,-0.1790131,-0.33558255,-0.16685086,0.0578933,0.03704964,-0.38387385,0.5796954,0.035117295,-0.0012701958,0.0,-0.8668795,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0020166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0012019872,0.0,0.0,-0.018802129,-0.034393013,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.010256156,0.0,0.0
JIO10012626,1,0.53513765,-0.11408118,-0.07519308,-0.18723202,-0.027210677,-0.012959203,-0.06377874,-0.23459984,0.6804635,-0.20601155,0.08039125,-0.028778773,-0.075564,0.030609643,0.03931981,0.03654974,0.03787002,0.20906702,-0.013292051,0.03028812,-0.10152464,0.85043484,0.14182945,-0.11039401,0.03155981,-0.14040636,-0.65680224,-0.0025791172,-0.0032142946,0.0,3.7720559,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002004926,0.0,-0.0020158396,0.0,0.0,0.06083759,0.009821472,0.0071492656,0.0,-0.00072069914,0.0,0.0,0.0,-0.0029794788,0.003939991,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.012772869,0.0,0.0
JIO10040266,0,-0.85300463,0.013155882,-0.016077768,-0.14231302,-0.011192014,-0.0056423927,-0.029808337,-0.36775234,-0.75625926,-0.21848933,0.09126355,0.07956495,-0.01683089,0.049683534,-0.008328015,-0.033880975,-0.08605062,-0.3014149,-0.07618444,-0.5877171,-0.11821794,-0.26894748,-0.17621559,0.05189259,0.029526921,0.056214962,0.41119194,-0.001355554,0.0118865585,0.0,-0.897161,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,0.03596075,0.0,0.0,0.0329392,0.009352098,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0022922636,0.0008086815,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.009229792,0.0,0.0
